order_id,rating,feedback_tag
ORD-US-30113,1,on_time
ORD-US-30114,5,on_time
ORD-US-30115,3,on_time
ORD-US-30116,4,on_time
ORD-US-30117,1,on_time
ORD-US-30118,3,on_time
ORD-US-30119,5,on_time
ORD-US-30120,5,delivery_issue
ORD-US-30121,4,on_time
ORD-US-30122,4,on_time
ORD-US-30123,5,on_time
ORD-US-30124,5,on_time
ORD-US-30125,5,on_time
ORD-US-30126,4,on_time
ORD-US-30127,5,on_time
ORD-US-30128,5,on_time
ORD-US-30129,5,on_time
ORD-US-30130,5,on_time
ORD-US-30131,5,on_time
ORD-US-30132,5,on_time
ORD-US-30133,1,on_time
ORD-US-30134,4,on_time
ORD-US-30135,5,on_time
ORD-US-30136,1,on_time
ORD-US-30137,5,on_time
ORD-US-30138,4,on_time
ORD-US-30139,3,on_time
ORD-US-30140,3,on_time
ORD-US-30141,2,delivery_issue
ORD-US-30142,5,on_time
ORD-US-30143,5,on_time
ORD-US-30144,4,on_time
ORD-US-30145,5,on_time
ORD-US-30146,5,on_time
ORD-US-30147,4,on_time
ORD-US-30148,5,on_time
ORD-US-30149,5,on_time
ORD-US-30150,4,on_time
ORD-US-30151,4,on_time
ORD-US-30152,4,on_time
ORD-US-30153,4,on_time
ORD-US-30154,4,on_time
ORD-US-30155,3,on_time
ORD-US-30156,5,on_time
ORD-US-30157,4,on_time
ORD-US-30158,5,on_time
ORD-US-30159,5,on_time
ORD-US-30160,5,on_time
ORD-US-30161,5,on_time
ORD-US-30162,5,on_time
ORD-US-30163,3,on_time
ORD-US-30164,2,on_time
ORD-US-30165,4,on_time
ORD-US-30166,5,on_time
ORD-US-30167,1,on_time
ORD-US-30168,5,on_time
ORD-US-30169,4,on_time
ORD-US-30170,4,on_time
ORD-US-30171,4,on_time
ORD-US-30172,4,on_time
ORD-US-30173,3,on_time
ORD-US-30174,4,on_time
ORD-US-30175,5,on_time
ORD-US-30176,5,on_time
ORD-US-30177,5,on_time
ORD-US-30178,4,on_time
ORD-US-30179,4,on_time
ORD-US-30180,5,on_time
ORD-US-30181,5,on_time
ORD-US-30182,5,on_time
ORD-US-30183,5,on_time
ORD-US-30184,5,on_time
ORD-US-30185,4,on_time
ORD-US-30186,2,on_time
ORD-US-30187,4,on_time
ORD-US-30188,5,on_time
ORD-US-30189,4,on_time
ORD-US-30190,5,on_time
ORD-US-30191,2,on_time
ORD-US-30192,3,on_time
ORD-US-30193,5,on_time
ORD-US-30194,5,on_time
ORD-US-30195,5,on_time
ORD-US-30196,4,on_time
ORD-US-30197,5,on_time
ORD-US-30198,3,on_time
ORD-US-30199,4,on_time
ORD-US-30200,2,on_time
ORD-US-30201,2,delivery_issue
ORD-US-30202,2,on_time
ORD-US-30203,2,on_time
ORD-US-30204,4,on_time
ORD-US-30205,3,on_time
ORD-US-30206,5,on_time
ORD-US-30207,5,on_time
ORD-US-30208,5,on_time
ORD-US-30209,5,on_time
ORD-US-30210,5,on_time
ORD-US-30211,4,on_time
ORD-US-30212,4,on_time
ORD-US-30213,3,delivery_issue
ORD-US-30214,5,on_time
ORD-US-30215,2,on_time
ORD-US-30216,5,on_time
ORD-US-30217,5,on_time
ORD-US-30218,4,on_time
ORD-US-30219,5,on_time
ORD-US-30220,3,on_time
ORD-US-30221,4,on_time
ORD-US-30222,5,on_time
ORD-US-30223,5,on_time
ORD-US-30224,1,on_time
ORD-US-30225,4,on_time
ORD-US-30226,5,on_time
ORD-US-30227,2,on_time
ORD-US-30228,4,on_time
ORD-US-30229,5,on_time
ORD-US-30230,2,on_time
ORD-US-30231,4,delivery_issue
ORD-US-30232,2,on_time
ORD-US-30233,4,on_time
ORD-US-30234,4,on_time
ORD-US-30235,5,on_time
ORD-US-30236,4,on_time
ORD-US-30237,4,on_time
ORD-US-30238,4,on_time
ORD-US-30239,4,on_time
ORD-US-30240,2,on_time
ORD-US-30241,4,on_time
ORD-US-30242,4,on_time
ORD-US-30243,5,on_time
ORD-US-30244,5,on_time
ORD-US-30245,4,on_time
ORD-US-30246,5,on_time
ORD-US-30247,4,on_time
ORD-US-30248,5,on_time
ORD-US-30249,5,on_time
ORD-US-30250,5,on_time
ORD-US-30251,5,on_time
ORD-US-30252,5,on_time
ORD-US-30253,5,on_time
ORD-US-30254,5,on_time
ORD-US-30255,5,on_time
ORD-US-30256,5,on_time
ORD-US-30257,5,on_time
ORD-US-30258,4,on_time
ORD-US-30259,5,on_time
ORD-US-30260,4,on_time
ORD-US-30261,5,on_time
ORD-US-30262,4,on_time
ORD-US-30263,4,on_time
ORD-US-30264,5,on_time
ORD-US-30265,5,on_time
ORD-US-30266,5,on_time
ORD-US-30267,5,on_time
ORD-US-30268,4,on_time
ORD-US-30269,4,on_time
ORD-US-30270,4,on_time
ORD-US-30271,4,on_time
ORD-US-30272,4,on_time
ORD-US-30273,4,on_time
ORD-US-30274,5,on_time
ORD-US-30275,5,on_time
ORD-US-30276,3,on_time
ORD-US-30277,5,on_time
ORD-US-30278,1,on_time
ORD-US-30279,5,on_time
ORD-US-30280,5,on_time
ORD-US-30281,2,on_time
ORD-US-30282,4,on_time
ORD-US-30283,5,on_time
ORD-US-30284,4,on_time
ORD-US-30285,4,on_time
ORD-US-30286,5,on_time
ORD-US-30287,5,on_time
ORD-US-30288,2,on_time
ORD-US-30289,5,on_time
ORD-US-30290,4,on_time
ORD-US-30291,5,on_time
ORD-US-30292,2,on_time
ORD-US-30293,5,on_time
ORD-US-30294,5,on_time
ORD-US-30295,4,on_time
ORD-US-30296,2,delivery_issue
ORD-US-30297,1,on_time
ORD-US-30298,4,on_time
ORD-US-30299,5,on_time
ORD-US-30300,5,on_time
ORD-US-30301,4,on_time
ORD-US-30302,5,on_time
ORD-US-30303,5,on_time
ORD-US-30304,5,on_time
ORD-US-30305,2,on_time
ORD-US-30306,5,on_time
ORD-US-30307,5,on_time
ORD-US-30308,5,on_time
ORD-US-30309,2,on_time
ORD-US-30310,5,on_time
ORD-US-30311,1,on_time
ORD-US-30312,5,on_time
ORD-US-30313,5,on_time
ORD-US-30314,4,on_time
ORD-US-30315,4,on_time
ORD-US-30316,5,on_time
ORD-US-30317,4,on_time
ORD-US-30318,3,on_time
ORD-US-30319,5,on_time
ORD-US-30320,5,on_time
ORD-US-30321,5,on_time
ORD-US-30322,3,on_time
ORD-US-30323,4,on_time
ORD-US-30324,4,on_time
ORD-US-30325,5,on_time
ORD-US-30326,5,on_time
ORD-US-30327,5,on_time
ORD-US-30328,5,on_time
ORD-US-30329,5,on_time
ORD-US-30330,4,on_time
ORD-US-30331,5,on_time
ORD-US-30332,4,on_time
ORD-US-30333,5,on_time
ORD-US-30334,4,on_time
ORD-US-30335,3,on_time
ORD-US-30336,4,on_time
ORD-US-30337,5,on_time
ORD-US-30338,5,on_time
ORD-US-30339,4,on_time
ORD-US-30340,3,on_time
ORD-US-30341,4,on_time
ORD-US-30342,4,on_time
ORD-US-30343,4,on_time
ORD-US-30344,4,on_time
ORD-US-30345,5,on_time
ORD-US-30346,5,on_time
ORD-US-30347,5,on_time
ORD-US-30348,4,on_time
ORD-US-30349,2,on_time
ORD-US-30350,5,on_time
ORD-US-30351,1,on_time
ORD-US-30352,5,on_time
ORD-US-30353,2,on_time
ORD-US-30354,3,on_time
ORD-US-30355,4,on_time
ORD-US-30356,4,on_time
ORD-US-30357,5,on_time
ORD-US-30358,4,on_time
ORD-US-30359,2,on_time
ORD-US-30360,5,on_time
ORD-US-30361,5,on_time
ORD-US-30362,5,on_time
ORD-US-30363,5,on_time
ORD-US-30364,5,on_time
ORD-US-30365,5,on_time
ORD-US-30366,4,on_time
ORD-US-30367,5,on_time
ORD-US-30368,4,on_time
ORD-US-30369,4,on_time
ORD-US-30370,5,on_time
ORD-US-30371,4,on_time
ORD-US-30372,5,on_time
ORD-US-30373,5,on_time
ORD-US-30374,4,on_time
ORD-US-30375,4,on_time
ORD-US-30376,3,on_time
ORD-US-30377,5,on_time
ORD-US-30378,2,on_time
ORD-US-30379,4,on_time
ORD-US-30380,4,on_time
ORD-US-30381,4,on_time
ORD-US-30382,3,on_time
ORD-US-30383,5,on_time
ORD-US-30384,5,on_time
ORD-US-30385,4,on_time
ORD-US-30386,5,on_time
ORD-US-30387,5,on_time
ORD-US-30388,5,on_time
ORD-US-30389,4,on_time
ORD-US-30390,5,on_time
ORD-US-30391,5,on_time
ORD-US-30392,5,on_time
ORD-US-30393,5,delivery_issue
ORD-US-30394,5,on_time
ORD-US-30395,5,on_time
ORD-US-30396,5,on_time
ORD-US-30397,5,on_time
ORD-US-30398,4,on_time
ORD-US-30399,5,on_time
ORD-US-30400,4,on_time
ORD-US-30401,3,on_time
ORD-US-30402,4,on_time
ORD-US-30403,5,on_time
ORD-US-30404,5,on_time
ORD-US-30405,4,on_time
ORD-US-30406,5,on_time
ORD-US-30407,5,on_time
ORD-US-30408,4,on_time
ORD-US-30409,5,on_time
ORD-US-30410,5,on_time
ORD-US-30411,5,on_time
ORD-US-30412,5,on_time
ORD-US-30413,5,on_time
ORD-US-30414,5,on_time
ORD-US-30415,5,on_time
ORD-US-30416,5,on_time
ORD-US-30417,5,on_time
ORD-US-30418,4,on_time
ORD-US-30419,3,on_time
ORD-US-30420,4,on_time
ORD-US-30421,5,on_time
ORD-US-30422,5,on_time
ORD-US-30423,3,on_time
ORD-US-30424,4,on_time
ORD-US-30425,5,on_time
ORD-US-30426,5,on_time
ORD-US-30427,2,on_time
ORD-US-30428,5,on_time
ORD-US-30429,4,on_time
ORD-US-30430,5,on_time
ORD-US-30431,3,on_time
ORD-US-30432,4,on_time
ORD-US-30433,4,on_time
ORD-US-30434,4,on_time
ORD-US-30435,2,on_time
ORD-US-30436,3,on_time
ORD-US-30437,5,on_time
ORD-US-30438,5,on_time
ORD-US-30439,3,on_time
ORD-US-30440,4,on_time
ORD-US-30441,5,on_time
ORD-US-30442,5,on_time
ORD-US-30443,5,on_time
ORD-US-30444,5,on_time
ORD-US-30445,5,on_time
ORD-US-30446,5,on_time
ORD-US-30447,3,delivery_issue
ORD-US-30448,5,on_time
ORD-US-30449,5,on_time
ORD-US-30450,1,on_time
ORD-US-30451,5,on_time
ORD-US-30452,5,on_time
ORD-US-30453,4,on_time
ORD-US-30454,5,on_time
ORD-US-30455,2,on_time
ORD-US-30456,5,on_time
ORD-US-30457,3,on_time
ORD-US-30458,4,on_time
ORD-US-30459,5,on_time
ORD-US-30460,5,on_time
ORD-US-30461,3,on_time
ORD-US-30462,3,on_time
ORD-US-30463,4,on_time
ORD-US-30464,4,on_time
ORD-US-30465,4,on_time
ORD-US-30466,5,on_time
ORD-US-30467,2,on_time
ORD-US-30468,4,on_time
ORD-US-30469,4,delivery_issue
ORD-US-30470,4,on_time
ORD-US-30471,5,on_time
ORD-US-30472,5,on_time
ORD-US-30473,5,on_time
ORD-US-30474,4,on_time
ORD-US-30475,4,on_time
ORD-US-30476,5,on_time
ORD-US-30477,3,on_time
ORD-US-30478,4,on_time
ORD-US-30479,5,on_time
ORD-US-30480,3,on_time
ORD-US-30481,5,on_time
ORD-US-30482,5,on_time
ORD-US-30483,5,on_time
ORD-US-30484,4,on_time
ORD-US-30485,4,on_time
ORD-US-30486,5,on_time
ORD-US-30487,4,on_time
ORD-US-30488,1,delivery_issue
ORD-US-30489,5,on_time
ORD-US-30490,5,on_time
ORD-US-30491,5,on_time
ORD-US-30492,5,on_time
ORD-US-30493,5,on_time
ORD-US-30494,5,on_time
ORD-US-30495,4,on_time
ORD-US-30496,5,on_time
ORD-US-30497,4,on_time
ORD-US-30498,1,delivery_issue
ORD-US-30499,3,on_time
ORD-US-30500,4,on_time
ORD-US-30501,5,on_time
ORD-US-30502,1,on_time
ORD-US-30503,1,on_time
ORD-US-30504,5,on_time
ORD-US-30505,5,on_time
ORD-US-30506,5,on_time
ORD-US-30507,4,on_time
ORD-US-30508,4,on_time
ORD-US-30509,4,on_time
ORD-US-30510,2,on_time
ORD-US-30511,5,on_time
ORD-US-30512,5,on_time
ORD-US-30513,5,on_time
ORD-US-30514,5,on_time
ORD-US-30515,5,on_time
ORD-US-30516,3,on_time
ORD-US-30517,3,on_time
ORD-US-30518,5,on_time
ORD-US-30519,4,on_time
ORD-US-30520,3,on_time
ORD-US-30521,5,on_time
ORD-US-30522,4,on_time
ORD-US-30523,4,delivery_issue
ORD-US-30524,4,on_time
ORD-US-30525,5,on_time
ORD-US-30526,5,on_time
ORD-US-30527,5,on_time
ORD-US-30528,4,on_time
ORD-US-30529,5,on_time
ORD-US-30530,4,on_time
ORD-US-30531,4,on_time
ORD-US-30532,3,on_time
ORD-US-30533,5,on_time
ORD-US-30534,4,on_time
ORD-US-30535,5,on_time
ORD-US-30536,5,on_time
ORD-US-30537,4,on_time
ORD-US-30538,5,on_time
ORD-US-30539,4,on_time
ORD-US-30540,3,on_time
ORD-US-30541,5,on_time
ORD-US-30542,4,on_time
ORD-US-30543,5,on_time
ORD-US-30544,5,on_time
ORD-US-30545,3,on_time
ORD-US-30546,3,on_time
ORD-US-30547,4,on_time
ORD-US-30548,4,on_time
ORD-US-30549,4,on_time
ORD-US-30550,4,on_time
ORD-US-30551,5,on_time
ORD-US-30552,5,on_time
ORD-US-30553,1,delivery_issue
ORD-US-30554,3,on_time
ORD-US-30555,3,on_time
ORD-US-30556,4,on_time
ORD-US-30557,5,on_time
ORD-US-30558,4,on_time
ORD-US-30559,4,on_time
ORD-US-30560,5,on_time
ORD-US-30561,4,on_time
ORD-US-30562,4,on_time
ORD-US-30563,5,on_time
ORD-US-30564,5,on_time
ORD-US-30565,4,on_time
ORD-US-30566,5,on_time
ORD-US-30567,5,on_time
ORD-US-30568,5,on_time
ORD-US-30569,5,on_time
ORD-US-30570,5,on_time
ORD-US-30571,4,on_time
ORD-US-30572,3,on_time
ORD-US-30573,5,on_time
ORD-US-30574,5,on_time
ORD-US-30575,3,on_time
ORD-US-30576,3,on_time
ORD-US-30577,2,on_time
ORD-US-30578,5,on_time
ORD-US-30579,5,on_time
ORD-US-30580,5,on_time
ORD-US-30581,5,on_time
ORD-US-30582,5,on_time
ORD-US-30583,3,on_time
ORD-US-30584,5,on_time
ORD-US-30585,2,on_time
ORD-US-30586,5,on_time
ORD-US-30587,1,on_time
ORD-US-30588,4,on_time
ORD-US-30589,4,on_time
ORD-US-30590,5,on_time
ORD-US-30591,4,on_time
ORD-US-30592,4,on_time
ORD-US-30593,3,on_time
ORD-US-30594,2,on_time
ORD-US-30595,5,on_time
ORD-US-30596,5,on_time
ORD-US-30597,5,on_time
ORD-US-30598,1,on_time
ORD-US-30599,5,on_time
ORD-US-30600,5,on_time
ORD-US-30601,4,on_time
ORD-US-30602,4,on_time
ORD-US-30603,2,on_time
ORD-US-30604,5,on_time
ORD-US-30605,5,on_time
ORD-US-30606,2,on_time
ORD-US-30607,4,on_time
ORD-US-30608,5,on_time
ORD-US-30609,5,on_time
ORD-US-30610,4,on_time
ORD-US-30611,5,on_time
ORD-US-30612,1,on_time
ORD-US-30613,5,on_time
ORD-US-30614,4,delivery_issue
ORD-US-30615,5,on_time
ORD-US-30616,4,on_time
ORD-US-30617,5,on_time
ORD-US-30618,3,on_time
ORD-US-30619,4,on_time
ORD-US-30620,5,on_time
ORD-US-30621,4,on_time
ORD-US-30622,4,on_time
ORD-US-30623,3,on_time
ORD-US-30624,5,on_time
ORD-US-30625,5,on_time
ORD-US-30626,3,on_time
ORD-US-30627,4,on_time
ORD-US-30628,5,on_time
ORD-US-30629,4,on_time
ORD-US-30630,5,on_time
ORD-US-30631,4,on_time
ORD-US-30632,4,on_time
ORD-US-30633,5,on_time
ORD-US-30634,4,on_time
ORD-US-30635,3,on_time
ORD-US-30636,5,on_time
ORD-US-30637,3,on_time
ORD-US-30638,4,on_time
ORD-US-30639,1,on_time
ORD-US-30640,5,on_time
ORD-US-30641,4,on_time
ORD-US-30642,5,on_time
ORD-US-30643,5,on_time
ORD-US-30644,4,on_time
ORD-US-30645,5,on_time
ORD-US-30646,5,on_time
ORD-US-30647,5,on_time
ORD-US-30648,4,on_time
ORD-US-30649,4,on_time
ORD-US-30650,4,on_time
ORD-US-30651,5,on_time
ORD-US-30652,4,delivery_issue
ORD-US-30653,5,on_time
ORD-US-30654,5,on_time
ORD-US-30655,5,on_time
ORD-US-30656,2,on_time
ORD-US-30657,4,on_time
ORD-US-30658,5,on_time
ORD-US-30659,4,on_time
ORD-US-30660,2,on_time
ORD-US-30661,5,on_time
ORD-US-30662,4,on_time
ORD-US-30663,4,on_time
ORD-US-30664,3,on_time
ORD-US-30665,4,on_time
ORD-US-30666,5,on_time
ORD-US-30667,5,on_time
ORD-US-30668,5,on_time
ORD-US-30669,4,on_time
ORD-US-30670,5,on_time
ORD-US-30671,4,on_time
ORD-US-30672,5,on_time
ORD-US-30673,4,on_time
ORD-US-30674,5,on_time
ORD-US-30675,5,on_time
ORD-US-30676,5,on_time
ORD-US-30677,5,on_time
ORD-US-30678,5,on_time
ORD-US-30679,5,on_time
ORD-US-30680,4,on_time
ORD-US-30681,5,on_time
ORD-US-30682,5,on_time
ORD-US-30683,3,on_time
ORD-US-30684,4,on_time
ORD-US-30685,5,on_time
ORD-US-30686,5,on_time
ORD-US-30687,3,delivery_issue
ORD-US-30688,4,on_time
ORD-US-30689,3,on_time
ORD-US-30690,3,on_time
ORD-US-30691,5,on_time
ORD-US-30692,5,on_time
ORD-US-30693,4,on_time
ORD-US-30694,5,on_time
ORD-US-30695,4,on_time
ORD-US-30696,5,on_time
ORD-US-30697,4,on_time
ORD-US-30698,5,on_time
ORD-US-30699,5,on_time
ORD-US-30700,4,on_time
ORD-US-30701,5,on_time
ORD-US-30702,4,on_time
ORD-US-30703,5,on_time
ORD-US-30704,4,on_time
ORD-US-30705,3,on_time
ORD-US-30706,5,on_time
ORD-US-30707,5,on_time
ORD-US-30708,5,on_time
ORD-US-30709,5,on_time
ORD-US-30710,4,on_time
ORD-US-30711,2,on_time
ORD-US-30712,4,on_time
ORD-US-30713,5,on_time
ORD-US-30714,5,on_time
ORD-US-30715,5,on_time
ORD-US-30716,5,on_time
ORD-US-30717,5,delivery_issue
ORD-US-30718,5,on_time
ORD-US-30719,5,on_time
ORD-US-30720,5,on_time
ORD-US-30721,3,on_time
ORD-US-30722,4,on_time
ORD-US-30723,5,on_time
ORD-US-30724,4,on_time
ORD-US-30725,2,on_time
ORD-US-30726,3,on_time
ORD-US-30727,5,on_time
ORD-US-30728,5,on_time
ORD-US-30729,5,on_time
ORD-US-30730,3,on_time
ORD-US-30731,5,on_time
ORD-US-30732,4,on_time
ORD-US-30733,5,on_time
ORD-US-30734,5,on_time
ORD-US-30735,5,on_time
ORD-US-30736,5,on_time
ORD-US-30737,2,on_time
ORD-US-30738,3,on_time
ORD-US-30739,5,on_time
ORD-US-30740,4,on_time
ORD-US-30741,3,on_time
ORD-US-30742,5,on_time
ORD-US-30743,5,on_time
ORD-US-30744,4,on_time
ORD-US-30745,5,on_time
ORD-US-30746,2,on_time
ORD-US-30747,4,on_time
ORD-US-30748,3,on_time
ORD-US-30749,5,on_time
ORD-US-30750,3,on_time
ORD-US-30751,5,on_time
ORD-US-30752,5,on_time
ORD-US-30753,3,on_time
ORD-US-30754,4,on_time
ORD-US-30755,4,on_time
ORD-US-30756,5,on_time
ORD-US-30757,2,on_time
ORD-US-30758,4,on_time
ORD-US-30759,5,on_time
ORD-US-30760,5,on_time
ORD-US-30761,5,on_time
ORD-US-30762,5,on_time
ORD-US-30763,5,on_time
ORD-US-30764,2,on_time
ORD-US-30765,3,on_time
ORD-US-30766,5,on_time
ORD-US-30767,4,on_time
ORD-US-30768,5,on_time
ORD-US-30769,2,on_time
ORD-US-30770,5,on_time
ORD-US-30771,4,on_time
ORD-US-30772,5,on_time
ORD-US-30773,5,on_time
ORD-US-30774,4,on_time
ORD-US-30775,1,on_time
ORD-US-30776,3,on_time
ORD-US-30777,4,on_time
ORD-US-30778,5,on_time
ORD-US-30779,4,on_time
ORD-US-30780,4,on_time
ORD-US-30781,2,on_time
ORD-US-30782,3,on_time
ORD-US-30783,5,on_time
ORD-US-30784,5,on_time
ORD-US-30785,5,on_time
ORD-US-30786,4,on_time
ORD-US-30787,5,on_time
ORD-US-30788,5,on_time
ORD-US-30789,4,on_time
ORD-US-30790,3,on_time
ORD-US-30791,2,on_time
ORD-US-30792,3,on_time
ORD-US-30793,5,on_time
ORD-US-30794,5,on_time
ORD-US-30795,5,on_time
ORD-US-30796,3,on_time
ORD-US-30797,5,on_time
ORD-US-30798,5,on_time
ORD-US-30799,5,on_time
ORD-US-30800,5,on_time
ORD-US-30801,5,on_time
ORD-US-30802,4,on_time
ORD-US-30803,4,on_time
ORD-US-30804,5,on_time
ORD-US-30805,5,on_time
ORD-US-30806,4,on_time
ORD-US-30807,4,on_time
ORD-US-30808,5,on_time
ORD-US-30809,4,on_time
ORD-US-30810,5,on_time
ORD-US-30811,5,on_time
ORD-US-30812,3,on_time
ORD-US-30813,4,on_time
ORD-US-30814,5,on_time
ORD-US-30815,5,on_time
ORD-US-30816,3,delivery_issue
ORD-US-30817,2,on_time
ORD-US-30818,5,on_time
ORD-US-30819,5,on_time
ORD-US-30820,5,on_time
ORD-US-30821,5,on_time
ORD-US-30822,5,on_time
ORD-US-30823,4,on_time
ORD-US-30824,5,on_time
ORD-US-30825,5,on_time
ORD-US-30826,5,on_time
ORD-US-30827,5,on_time
ORD-US-30828,3,on_time
ORD-US-30829,3,on_time
ORD-US-30830,5,on_time
ORD-US-30831,4,on_time
ORD-US-30832,5,on_time
ORD-US-30833,5,on_time
ORD-US-30834,5,on_time
ORD-US-30835,5,on_time
ORD-US-30836,3,on_time
ORD-US-30837,4,on_time
ORD-US-30838,5,on_time
ORD-US-30839,5,on_time
ORD-US-30840,5,on_time
ORD-US-30841,5,on_time
ORD-US-30842,5,on_time
ORD-US-30843,1,on_time
ORD-US-30844,2,delivery_issue
ORD-US-30845,4,on_time
ORD-US-30846,4,on_time
ORD-US-30847,5,on_time
ORD-US-30848,5,on_time
ORD-US-30849,5,on_time
ORD-US-30850,4,on_time
ORD-US-30851,5,on_time
ORD-US-30852,3,on_time
ORD-US-30853,5,on_time
ORD-US-30854,4,on_time
ORD-US-30855,5,on_time
ORD-US-30856,4,on_time
ORD-US-30857,5,on_time
ORD-US-30858,4,on_time
ORD-US-30859,4,on_time
ORD-US-30860,1,on_time
ORD-US-30861,2,on_time
ORD-US-30862,5,on_time
ORD-US-30863,5,on_time
ORD-US-30864,5,on_time
ORD-US-30865,4,on_time
ORD-US-30866,2,on_time
ORD-US-30867,2,on_time
ORD-US-30868,5,on_time
ORD-US-30869,5,on_time
ORD-US-30870,4,on_time
ORD-US-30871,4,on_time
ORD-US-30872,2,on_time
ORD-US-30873,5,on_time
ORD-US-30874,5,on_time
ORD-US-30875,1,on_time
ORD-US-30876,4,delivery_issue
ORD-US-30877,5,on_time
ORD-US-30878,5,on_time
ORD-US-30879,5,on_time
ORD-US-30880,3,on_time
ORD-US-30881,4,on_time
ORD-US-30882,5,on_time
ORD-US-30883,4,on_time
ORD-US-30884,1,on_time
ORD-US-30885,4,on_time
ORD-US-30886,4,on_time
ORD-US-30887,5,on_time
ORD-US-30888,5,on_time
ORD-US-30889,4,on_time
ORD-US-30890,5,on_time
ORD-US-30891,5,on_time
ORD-US-30892,5,on_time
ORD-US-30893,2,on_time
ORD-US-30894,5,on_time
ORD-US-30895,4,on_time
ORD-US-30896,4,on_time
ORD-US-30897,4,on_time
ORD-US-30898,5,on_time
ORD-US-30899,5,on_time
ORD-US-30900,4,on_time
ORD-US-30901,4,on_time
ORD-US-30902,4,on_time
ORD-US-30903,4,on_time
ORD-US-30904,5,on_time
ORD-US-30905,4,on_time
ORD-US-30906,3,on_time
ORD-US-30907,5,on_time
ORD-US-30908,4,on_time
ORD-US-30909,1,on_time
ORD-US-30910,5,on_time
ORD-US-30911,1,on_time
ORD-US-30912,5,on_time
ORD-US-30913,2,on_time
ORD-US-30914,4,on_time
ORD-US-30915,4,on_time
ORD-US-30916,5,on_time
ORD-US-30917,4,on_time
ORD-US-30918,5,on_time
ORD-US-30919,4,on_time
ORD-US-30920,5,on_time
ORD-US-30921,5,on_time
ORD-US-30922,5,on_time
ORD-US-30923,5,on_time
ORD-US-30924,4,on_time
ORD-US-30925,5,on_time
ORD-US-30926,4,on_time
