merchant_event_id,order_id,merchant_id,merchant_name,event_at,ready_status,estimated_prep_min,additional_delay_min,handoff_verified
ME-30043,ORD-US-30042,M-006,Fresh Roots Grocery,2025-04-01T15:18:24,ready_on_time,18.4,0,True
ME-30044,ORD-US-30043,M-006,Fresh Roots Grocery,2025-04-01T16:52:06,ready_on_time,17.1,0,True
ME-30045,ORD-US-30044,M-006,Fresh Roots Grocery,2025-04-01T18:40:12,ready_on_time,15.2,0,True
ME-30046,ORD-US-30045,M-008,Noodle House,2025-04-01T18:53:24,ready_on_time,18.4,0,True
ME-30047,ORD-US-30046,M-006,Fresh Roots Grocery,2025-04-01T12:29:00,ready_on_time,4.0,0,True
ME-30048,ORD-US-30047,M-007,Home & Handy,2025-04-01T11:31:12,ready_on_time,11.2,0,True
ME-30049,ORD-US-30048,M-006,Fresh Roots Grocery,2025-04-01T20:09:30,ready_on_time,29.5,0,True
ME-30050,ORD-US-30049,M-005,Corner Table,2025-04-01T15:53:12,ready_on_time,18.2,0,True
ME-30051,ORD-US-30050,M-008,Noodle House,2025-04-01T09:40:24,ready_on_time,10.4,0,True
ME-30052,ORD-US-30051,M-005,Corner Table,2025-04-01T11:16:12,ready_on_time,11.2,0,True
ME-30053,ORD-US-30052,M-008,Noodle House,2025-04-01T15:26:18,ready_on_time,16.3,0,True
ME-30054,ORD-US-30053,M-005,Corner Table,2025-04-01T09:37:18,ready_on_time,12.3,0,True
ME-30055,ORD-US-30054,M-005,Corner Table,2025-04-01T15:16:30,ready_on_time,11.5,0,True
ME-30056,ORD-US-30055,M-006,Fresh Roots Grocery,2025-04-01T19:54:24,ready_on_time,14.4,0,True
ME-30057,ORD-US-30056,M-005,Corner Table,2025-04-01T13:26:12,ready_on_time,16.2,0,True
ME-30058,ORD-US-30057,M-007,Home & Handy,2025-04-01T19:52:36,ready_on_time,12.6,0,True
ME-30059,ORD-US-30058,M-006,Fresh Roots Grocery,2025-04-01T13:12:48,ready_on_time,12.8,0,True
ME-30060,ORD-US-30059,M-005,Corner Table,2025-04-01T15:11:12,ready_on_time,16.2,0,True
ME-30061,ORD-US-30060,M-006,Fresh Roots Grocery,2025-04-01T09:16:48,ready_on_time,21.8,0,True
ME-30062,ORD-US-30061,M-006,Fresh Roots Grocery,2025-04-01T13:02:18,ready_on_time,17.3,0,True
ME-30063,ORD-US-30062,M-008,Noodle House,2025-04-01T10:11:24,ready_on_time,11.4,0,True
ME-30064,ORD-US-30063,M-005,Corner Table,2025-04-01T12:18:00,ready_on_time,18.0,0,True
ME-30065,ORD-US-30064,M-005,Corner Table,2025-04-01T10:21:24,ready_on_time,11.4,0,True
ME-30066,ORD-US-30065,M-006,Fresh Roots Grocery,2025-04-01T16:30:06,ready_on_time,15.1,0,True
ME-30067,ORD-US-30066,M-006,Fresh Roots Grocery,2025-04-01T15:05:18,ready_on_time,10.3,0,True
ME-30068,ORD-US-30067,M-006,Fresh Roots Grocery,2025-04-01T18:01:24,ready_on_time,11.4,0,True
ME-30069,ORD-US-30068,M-007,Home & Handy,2025-04-01T18:26:06,ready_on_time,21.1,0,True
ME-30070,ORD-US-30069,M-008,Noodle House,2025-04-01T13:16:54,ready_on_time,16.9,0,True
ME-30071,ORD-US-30070,M-005,Corner Table,2025-04-01T15:09:18,ready_on_time,9.3,0,True
ME-30072,ORD-US-30071,M-007,Home & Handy,2025-04-01T17:42:48,ready_on_time,22.8,0,True
ME-30073,ORD-US-30072,M-006,Fresh Roots Grocery,2025-04-01T13:12:42,ready_on_time,22.7,0,True
ME-30074,ORD-US-30073,M-005,Corner Table,2025-04-01T15:15:36,ready_on_time,15.6,0,True
ME-30075,ORD-US-30074,M-005,Corner Table,2025-04-01T17:29:48,ready_on_time,14.8,0,True
ME-30076,ORD-US-30075,M-007,Home & Handy,2025-04-01T12:54:06,ready_on_time,14.1,0,True
ME-30077,ORD-US-30076,M-006,Fresh Roots Grocery,2025-04-01T17:02:30,ready_on_time,22.5,0,True
ME-30078,ORD-US-30077,M-007,Home & Handy,2025-04-01T08:23:06,ready_on_time,13.1,0,True
ME-30079,ORD-US-30078,M-006,Fresh Roots Grocery,2025-04-01T18:26:30,ready_on_time,16.5,0,True
ME-30080,ORD-US-30079,M-008,Noodle House,2025-04-01T18:55:48,ready_on_time,10.8,0,True
ME-30081,ORD-US-30080,M-008,Noodle House,2025-04-01T17:51:06,ready_on_time,16.1,0,True
ME-30082,ORD-US-30081,M-009,Daily Mart,2025-04-01T17:57:12,ready_on_time,12.2,0,True
ME-30083,ORD-US-30082,M-012,Tech Stop,2025-04-01T19:09:54,ready_on_time,19.9,0,True
ME-30084,ORD-US-30083,M-009,Daily Mart,2025-04-01T09:31:18,ready_on_time,11.3,0,True
ME-30085,ORD-US-30084,M-011,Wellness Pharmacy,2025-04-01T19:21:30,ready_on_time,11.5,0,True
ME-30086,ORD-US-30085,M-011,Wellness Pharmacy,2025-04-01T13:07:00,ready_on_time,17.0,0,True
ME-30087,ORD-US-30086,M-011,Wellness Pharmacy,2025-04-01T11:30:00,ready_on_time,15.0,0,True
ME-30088,ORD-US-30087,M-012,Tech Stop,2025-04-01T17:33:54,ready_on_time,18.9,0,True
ME-30089,ORD-US-30088,M-011,Wellness Pharmacy,2025-04-01T14:19:54,ready_on_time,14.9,0,True
ME-30090,ORD-US-30089,M-009,Daily Mart,2025-04-01T13:32:12,ready_on_time,12.2,0,True
ME-30091,ORD-US-30090,M-010,Burger District,2025-04-01T20:19:06,ready_on_time,14.1,0,True
ME-30092,ORD-US-30091,M-010,Burger District,2025-04-01T20:41:48,ready_on_time,21.8,0,True
ME-30093,ORD-US-30092,M-010,Burger District,2025-04-01T19:16:12,ready_on_time,16.2,0,True
ME-30094,ORD-US-30093,M-009,Daily Mart,2025-04-01T15:10:12,ready_on_time,15.2,0,True
ME-30095,ORD-US-30094,M-009,Daily Mart,2025-04-01T16:08:06,ready_on_time,13.1,0,True
ME-30096,ORD-US-30095,M-010,Burger District,2025-04-01T19:14:36,ready_on_time,9.6,0,True
ME-30097,ORD-US-30096,M-009,Daily Mart,2025-04-01T09:26:06,ready_on_time,11.1,0,True
ME-30098,ORD-US-30097,M-012,Tech Stop,2025-04-01T18:21:54,ready_on_time,16.9,0,True
ME-30099,ORD-US-30098,M-011,Wellness Pharmacy,2025-04-01T10:25:00,ready_on_time,15.0,0,True
ME-30100,ORD-US-30099,M-011,Wellness Pharmacy,2025-04-01T16:21:06,ready_on_time,11.1,0,True
ME-30101,ORD-US-30100,M-011,Wellness Pharmacy,2025-04-01T09:22:36,ready_on_time,17.6,0,True
ME-30102,ORD-US-30101,M-011,Wellness Pharmacy,2025-04-01T18:30:48,ready_on_time,15.8,0,True
ME-30103,ORD-US-30102,M-011,Wellness Pharmacy,2025-04-01T14:56:42,ready_on_time,11.7,0,True
ME-30104,ORD-US-30103,M-011,Wellness Pharmacy,2025-04-01T14:26:54,ready_on_time,16.9,0,True
ME-30105,ORD-US-30104,M-011,Wellness Pharmacy,2025-04-01T13:02:30,ready_on_time,12.5,0,True
ME-30106,ORD-US-30105,M-010,Burger District,2025-04-01T16:43:48,ready_on_time,13.8,0,True
ME-30107,ORD-US-30106,M-012,Tech Stop,2025-04-01T13:40:18,ready_on_time,15.3,0,True
ME-30108,ORD-US-30107,M-010,Burger District,2025-04-01T20:33:36,ready_on_time,13.6,0,True
ME-30109,ORD-US-30108,M-011,Wellness Pharmacy,2025-04-01T14:04:00,ready_on_time,19.0,0,True
ME-30110,ORD-US-30109,M-012,Tech Stop,2025-04-01T09:08:18,ready_on_time,13.3,0,True
ME-30111,ORD-US-30110,M-011,Wellness Pharmacy,2025-04-01T09:10:36,ready_on_time,15.6,0,True
ME-30112,ORD-US-30111,M-011,Wellness Pharmacy,2025-04-01T15:27:30,ready_on_time,17.5,0,True
ME-30113,ORD-US-30112,M-009,Daily Mart,2025-04-01T14:04:54,ready_on_time,14.9,0,True
ME-30114,ORD-US-30113,M-012,Tech Stop,2025-04-01T08:23:00,ready_on_time,8.0,0,True
ME-30115,ORD-US-30114,M-009,Daily Mart,2025-04-01T14:45:12,ready_on_time,15.2,0,True
ME-30116,ORD-US-30115,M-011,Wellness Pharmacy,2025-04-01T10:02:36,ready_on_time,17.6,0,True
ME-30117,ORD-US-30116,M-009,Daily Mart,2025-04-01T19:47:42,ready_on_time,17.7,0,True
ME-30118,ORD-US-30117,M-011,Wellness Pharmacy,2025-04-01T11:52:00,ready_on_time,17.0,0,True
ME-30119,ORD-US-30118,M-012,Tech Stop,2025-04-01T09:59:54,ready_on_time,4.9,0,True
ME-30120,ORD-US-30119,M-009,Daily Mart,2025-04-01T17:20:54,ready_on_time,10.9,0,True
ME-30121,ORD-US-30120,M-010,Burger District,2025-04-01T13:09:48,ready_on_time,14.8,0,False
ME-30122,ORD-US-30121,M-010,Burger District,2025-04-01T14:03:54,ready_on_time,13.9,0,True
ME-30123,ORD-US-30122,M-012,Tech Stop,2025-04-01T09:58:12,ready_on_time,18.2,0,True
ME-30124,ORD-US-30123,M-009,Daily Mart,2025-04-01T11:04:00,ready_on_time,9.0,0,True
ME-30125,ORD-US-30124,M-002,Crisp & Co.,2025-04-02T10:04:12,ready_on_time,24.2,0,True
ME-30126,ORD-US-30125,M-004,QuickCare Pharmacy,2025-04-02T10:25:24,ready_on_time,20.4,0,True
ME-30127,ORD-US-30126,M-003,Pasta Garden,2025-04-02T11:09:48,ready_on_time,14.8,0,True
ME-30128,ORD-US-30127,M-004,QuickCare Pharmacy,2025-04-02T21:01:00,ready_on_time,16.0,0,True
ME-30129,ORD-US-30128,M-003,Pasta Garden,2025-04-02T10:44:18,ready_on_time,19.3,0,True
ME-30130,ORD-US-30129,M-004,QuickCare Pharmacy,2025-04-02T08:35:42,ready_on_time,15.7,0,True
ME-30131,ORD-US-30130,M-004,QuickCare Pharmacy,2025-04-02T14:46:48,ready_on_time,11.8,0,True
ME-30132,ORD-US-30131,M-002,Crisp & Co.,2025-04-02T16:59:36,ready_on_time,9.6,0,True
ME-30133,ORD-US-30132,M-002,Crisp & Co.,2025-04-02T12:46:18,ready_on_time,16.3,0,True
ME-30134,ORD-US-30133,M-004,QuickCare Pharmacy,2025-04-02T13:26:12,ready_on_time,16.2,0,True
ME-30135,ORD-US-30134,M-001,Green Basket Market,2025-04-02T19:18:24,ready_on_time,18.4,0,True
ME-30136,ORD-US-30135,M-001,Green Basket Market,2025-04-02T14:59:30,ready_on_time,19.5,0,True
ME-30137,ORD-US-30136,M-004,QuickCare Pharmacy,2025-04-02T11:55:30,ready_on_time,15.5,0,True
ME-30138,ORD-US-30137,M-002,Crisp & Co.,2025-04-02T10:38:48,ready_on_time,8.8,0,True
ME-30139,ORD-US-30138,M-004,QuickCare Pharmacy,2025-04-02T08:32:24,ready_on_time,17.4,0,True
ME-30140,ORD-US-30139,M-003,Pasta Garden,2025-04-02T17:17:18,ready_on_time,17.3,0,True
ME-30141,ORD-US-30140,M-003,Pasta Garden,2025-04-02T09:22:12,ready_on_time,12.2,0,True
ME-30142,ORD-US-30141,M-003,Pasta Garden,2025-04-02T10:12:06,ready_on_time,17.1,0,True
ME-30143,ORD-US-30142,M-001,Green Basket Market,2025-04-02T16:29:36,ready_on_time,14.6,0,True
ME-30144,ORD-US-30143,M-001,Green Basket Market,2025-04-02T13:39:54,ready_on_time,9.9,0,True
ME-30145,ORD-US-30144,M-002,Crisp & Co.,2025-04-02T19:01:00,ready_on_time,16.0,0,True
ME-30146,ORD-US-30145,M-002,Crisp & Co.,2025-04-02T17:01:00,ready_on_time,11.0,0,True
ME-30147,ORD-US-30146,M-001,Green Basket Market,2025-04-02T18:46:54,ready_on_time,11.9,0,True
ME-30148,ORD-US-30147,M-004,QuickCare Pharmacy,2025-04-02T17:44:24,ready_on_time,19.4,0,True
ME-30149,ORD-US-30148,M-003,Pasta Garden,2025-04-02T12:53:48,ready_on_time,13.8,0,True
ME-30150,ORD-US-30149,M-002,Crisp & Co.,2025-04-02T15:58:18,ready_on_time,13.3,0,True
ME-30151,ORD-US-30150,M-002,Crisp & Co.,2025-04-02T18:16:54,ready_on_time,16.9,0,True
ME-30152,ORD-US-30151,M-004,QuickCare Pharmacy,2025-04-02T15:45:00,ready_on_time,15.0,0,True
ME-30153,ORD-US-30152,M-004,QuickCare Pharmacy,2025-04-02T13:50:48,ready_on_time,20.8,0,True
ME-30154,ORD-US-30153,M-002,Crisp & Co.,2025-04-02T19:33:48,ready_on_time,13.8,0,True
ME-30155,ORD-US-30154,M-004,QuickCare Pharmacy,2025-04-02T16:50:06,ready_on_time,10.1,0,True
ME-30156,ORD-US-30155,M-001,Green Basket Market,2025-04-02T14:53:00,ready_on_time,13.0,0,True
ME-30157,ORD-US-30156,M-002,Crisp & Co.,2025-04-02T09:01:12,ready_on_time,11.2,0,True
ME-30158,ORD-US-30157,M-004,QuickCare Pharmacy,2025-04-02T10:36:24,ready_on_time,11.4,0,True
ME-30159,ORD-US-30158,M-004,QuickCare Pharmacy,2025-04-02T20:23:42,ready_on_time,13.7,0,True
ME-30160,ORD-US-30159,M-002,Crisp & Co.,2025-04-02T20:30:24,ready_on_time,15.4,0,True
ME-30161,ORD-US-30160,M-004,QuickCare Pharmacy,2025-04-02T14:39:06,ready_on_time,14.1,0,True
ME-30162,ORD-US-30161,M-008,Noodle House,2025-04-02T18:57:24,ready_on_time,12.4,0,True
ME-30163,ORD-US-30162,M-005,Corner Table,2025-04-02T09:59:18,ready_on_time,14.3,0,True
ME-30164,ORD-US-30163,M-007,Home & Handy,2025-04-02T19:40:12,ready_on_time,20.2,0,True
ME-30165,ORD-US-30164,M-005,Corner Table,2025-04-02T13:49:42,ready_on_time,19.7,0,True
ME-30166,ORD-US-30165,M-008,Noodle House,2025-04-02T15:56:42,ready_on_time,16.7,0,True
ME-30167,ORD-US-30166,M-006,Fresh Roots Grocery,2025-04-02T09:34:18,ready_on_time,19.3,0,True
ME-30168,ORD-US-30167,M-005,Corner Table,2025-04-02T14:10:30,ready_on_time,15.5,0,True
ME-30169,ORD-US-30168,M-007,Home & Handy,2025-04-02T15:54:54,ready_on_time,14.9,0,True
ME-30170,ORD-US-30169,M-008,Noodle House,2025-04-02T15:12:06,ready_on_time,12.1,0,True
ME-30171,ORD-US-30170,M-007,Home & Handy,2025-04-02T13:59:36,ready_on_time,19.6,0,True
ME-30172,ORD-US-30171,M-006,Fresh Roots Grocery,2025-04-02T17:41:48,ready_on_time,11.8,0,True
ME-30173,ORD-US-30172,M-007,Home & Handy,2025-04-02T16:19:00,ready_on_time,19.0,0,True
ME-30174,ORD-US-30173,M-006,Fresh Roots Grocery,2025-04-02T12:07:54,ready_on_time,12.9,0,True
ME-30175,ORD-US-30174,M-006,Fresh Roots Grocery,2025-04-02T12:51:18,ready_on_time,11.3,0,True
ME-30176,ORD-US-30175,M-006,Fresh Roots Grocery,2025-04-02T21:02:36,ready_on_time,17.6,0,True
ME-30177,ORD-US-30176,M-006,Fresh Roots Grocery,2025-04-02T12:02:48,ready_on_time,17.8,0,True
ME-30178,ORD-US-30177,M-008,Noodle House,2025-04-02T10:33:36,ready_on_time,18.6,0,True
ME-30179,ORD-US-30178,M-008,Noodle House,2025-04-02T09:15:06,ready_on_time,10.1,0,True
ME-30180,ORD-US-30179,M-008,Noodle House,2025-04-02T14:57:18,ready_on_time,17.3,0,True
ME-30181,ORD-US-30180,M-005,Corner Table,2025-04-02T21:04:36,ready_on_time,14.6,0,True
ME-30182,ORD-US-30181,M-005,Corner Table,2025-04-02T19:38:18,ready_on_time,18.3,0,True
ME-30183,ORD-US-30182,M-006,Fresh Roots Grocery,2025-04-02T17:42:42,ready_on_time,17.7,0,True
ME-30184,ORD-US-30183,M-006,Fresh Roots Grocery,2025-04-02T10:39:54,ready_on_time,9.9,0,True
ME-30185,ORD-US-30184,M-006,Fresh Roots Grocery,2025-04-02T11:09:36,ready_on_time,19.6,0,True
ME-30186,ORD-US-30185,M-008,Noodle House,2025-04-02T17:03:24,ready_on_time,8.4,0,True
ME-30187,ORD-US-30186,M-006,Fresh Roots Grocery,2025-04-02T08:45:30,ready_on_time,15.5,0,True
ME-30188,ORD-US-30187,M-008,Noodle House,2025-04-02T15:58:36,ready_on_time,18.6,0,True
ME-30189,ORD-US-30188,M-006,Fresh Roots Grocery,2025-04-02T09:51:06,ready_on_time,6.1,0,True
ME-30190,ORD-US-30189,M-006,Fresh Roots Grocery,2025-04-02T20:34:24,ready_on_time,19.4,0,True
ME-30191,ORD-US-30190,M-006,Fresh Roots Grocery,2025-04-02T14:23:18,ready_on_time,13.3,0,True
ME-30192,ORD-US-30191,M-005,Corner Table,2025-04-02T19:32:54,ready_on_time,12.9,0,True
ME-30193,ORD-US-30192,M-007,Home & Handy,2025-04-02T20:33:36,ready_on_time,18.6,0,True
ME-30194,ORD-US-30193,M-006,Fresh Roots Grocery,2025-04-02T20:15:42,ready_on_time,15.7,0,True
ME-30195,ORD-US-30194,M-005,Corner Table,2025-04-02T09:18:54,ready_on_time,18.9,0,True
ME-30196,ORD-US-30195,M-005,Corner Table,2025-04-02T15:56:36,ready_on_time,11.6,0,True
ME-30197,ORD-US-30196,M-008,Noodle House,2025-04-02T16:48:24,ready_on_time,13.4,0,True
ME-30198,ORD-US-30197,M-007,Home & Handy,2025-04-02T20:38:42,ready_on_time,18.7,0,True
ME-30199,ORD-US-30198,M-008,Noodle House,2025-04-02T09:46:54,ready_on_time,16.9,0,True
ME-30200,ORD-US-30199,M-010,Burger District,2025-04-02T20:07:12,ready_on_time,17.2,0,True
ME-30201,ORD-US-30200,M-009,Daily Mart,2025-04-02T18:51:36,ready_on_time,21.6,0,True
ME-30202,ORD-US-30201,M-010,Burger District,2025-04-02T14:05:00,ready_on_time,15.0,0,True
ME-30203,ORD-US-30202,M-010,Burger District,2025-04-02T17:40:12,ready_on_time,5.2,0,True
ME-30204,ORD-US-30203,M-011,Wellness Pharmacy,2025-04-02T08:21:42,ready_on_time,11.7,0,True
ME-30205,ORD-US-30204,M-009,Daily Mart,2025-04-02T14:22:12,ready_on_time,17.2,0,True
ME-30206,ORD-US-30205,M-012,Tech Stop,2025-04-02T09:55:00,ready_on_time,15.0,0,True
ME-30207,ORD-US-30206,M-011,Wellness Pharmacy,2025-04-02T17:53:30,ready_on_time,18.5,0,True
ME-30208,ORD-US-30207,M-009,Daily Mart,2025-04-02T10:37:36,ready_on_time,17.6,0,True
ME-30209,ORD-US-30208,M-010,Burger District,2025-04-02T19:07:48,ready_on_time,22.8,0,True
ME-30210,ORD-US-30209,M-010,Burger District,2025-04-02T20:30:06,ready_on_time,10.1,0,True
ME-30211,ORD-US-30210,M-012,Tech Stop,2025-04-02T18:45:12,ready_on_time,10.2,0,True
ME-30212,ORD-US-30211,M-010,Burger District,2025-04-02T12:38:36,ready_on_time,13.6,0,True
ME-30213,ORD-US-30212,M-011,Wellness Pharmacy,2025-04-02T09:40:48,ready_on_time,15.8,0,True
ME-30214,ORD-US-30213,M-009,Daily Mart,2025-04-02T15:37:12,ready_on_time,22.2,0,True
ME-30215,ORD-US-30214,M-011,Wellness Pharmacy,2025-04-02T17:44:30,ready_on_time,14.5,0,True
ME-30216,ORD-US-30215,M-009,Daily Mart,2025-04-02T14:25:48,ready_on_time,15.8,0,True
ME-30217,ORD-US-30216,M-010,Burger District,2025-04-02T11:22:00,ready_on_time,12.0,0,True
ME-30218,ORD-US-30217,M-010,Burger District,2025-04-02T09:08:42,ready_on_time,8.7,0,True
ME-30219,ORD-US-30218,M-012,Tech Stop,2025-04-02T14:19:12,ready_on_time,14.2,0,True
ME-30220,ORD-US-30219,M-012,Tech Stop,2025-04-02T09:52:30,ready_on_time,12.5,0,True
ME-30221,ORD-US-30220,M-010,Burger District,2025-04-02T13:08:12,ready_on_time,13.2,0,True
ME-30222,ORD-US-30221,M-009,Daily Mart,2025-04-02T19:57:30,ready_on_time,12.5,0,True
ME-30223,ORD-US-30222,M-012,Tech Stop,2025-04-02T18:02:42,ready_on_time,22.7,0,True
ME-30224,ORD-US-30223,M-010,Burger District,2025-04-02T09:27:00,ready_on_time,22.0,0,True
ME-30225,ORD-US-30224,M-011,Wellness Pharmacy,2025-04-02T12:59:18,ready_on_time,19.3,0,True
ME-30226,ORD-US-30225,M-009,Daily Mart,2025-04-02T19:34:00,ready_on_time,19.0,0,True
ME-30227,ORD-US-30226,M-009,Daily Mart,2025-04-02T11:00:12,ready_on_time,15.2,0,True
ME-30228,ORD-US-30227,M-010,Burger District,2025-04-02T19:37:24,ready_on_time,12.4,0,True
ME-30229,ORD-US-30228,M-012,Tech Stop,2025-04-02T16:50:24,ready_on_time,15.4,0,True
ME-30230,ORD-US-30229,M-009,Daily Mart,2025-04-02T12:37:12,ready_on_time,12.2,0,True
ME-30231,ORD-US-30230,M-012,Tech Stop,2025-04-02T10:02:36,ready_on_time,12.6,0,True
ME-30232,ORD-US-30231,M-009,Daily Mart,2025-04-02T19:06:42,ready_on_time,16.7,0,False
ME-30233,ORD-US-30232,M-012,Tech Stop,2025-04-02T15:51:30,ready_on_time,11.5,0,True
ME-30234,ORD-US-30233,M-012,Tech Stop,2025-04-02T19:13:00,ready_on_time,3,0,True
ME-30235,ORD-US-30234,M-011,Wellness Pharmacy,2025-04-02T08:20:48,ready_on_time,10.8,0,True
ME-30236,ORD-US-30235,M-011,Wellness Pharmacy,2025-04-02T19:51:42,ready_on_time,21.7,0,True
ME-30237,ORD-US-30236,M-009,Daily Mart,2025-04-02T19:36:18,ready_on_time,11.3,0,True
ME-30238,ORD-US-30237,M-011,Wellness Pharmacy,2025-04-02T17:02:00,ready_on_time,17.0,0,True
ME-30239,ORD-US-30238,M-012,Tech Stop,2025-04-02T13:59:12,ready_on_time,9.2,0,True
ME-30240,ORD-US-30239,M-009,Daily Mart,2025-04-02T17:36:18,ready_on_time,6.3,0,True
ME-30241,ORD-US-30240,M-012,Tech Stop,2025-04-02T09:41:54,ready_on_time,11.9,0,True
ME-30242,ORD-US-30241,M-009,Daily Mart,2025-04-02T11:28:00,ready_on_time,8.0,0,True
ME-30243,ORD-US-30242,M-012,Tech Stop,2025-04-02T09:26:12,ready_on_time,6.2,0,True
ME-30244,ORD-US-30243,M-002,Crisp & Co.,2025-04-03T15:41:42,ready_on_time,11.7,0,True
ME-30245,ORD-US-30244,M-002,Crisp & Co.,2025-04-03T16:54:06,ready_on_time,9.1,0,True
ME-30246,ORD-US-30245,M-002,Crisp & Co.,2025-04-03T13:18:42,ready_on_time,18.7,0,True
ME-30247,ORD-US-30246,M-002,Crisp & Co.,2025-04-03T10:56:42,ready_on_time,11.7,0,True
ME-30248,ORD-US-30247,M-001,Green Basket Market,2025-04-03T18:28:00,ready_on_time,8.0,0,True
ME-30249,ORD-US-30248,M-001,Green Basket Market,2025-04-03T17:49:06,ready_on_time,14.1,0,True
ME-30250,ORD-US-30249,M-002,Crisp & Co.,2025-04-03T15:50:00,ready_on_time,15.0,0,True
