observed_at,hub,wind_speed_kph,wind_gust_kph,wind_direction,temperature_c,humidity_pct,precipitation_mm,visibility_km,operational_weather_status
2025-01-01T22:00:00,Nest_Alpha,13.5,21.9,N,17.7,56.5,0,16.0,go
2025-01-01T23:00:00,Nest_Alpha,13.5,18.0,S,18.6,45.0,0,16.5,go
2025-01-01T00:00:00,Nest_Beta,10.4,15.8,SE,17.0,43.2,0,16.7,go
2025-01-01T01:00:00,Nest_Beta,9.1,17.8,SE,16.3,64.7,0,13.8,go
2025-01-01T02:00:00,Nest_Beta,5.1,12.3,SW,17.8,60.1,0,16.0,go
2025-01-01T03:00:00,Nest_Beta,9.5,13.8,S,16.3,69.9,0,16.0,go
2025-01-01T04:00:00,Nest_Beta,4.5,9.6,N,19.3,56.3,0,14.3,go
2025-01-01T05:00:00,Nest_Beta,10.2,19.0,S,18.2,59.2,0,13.5,go
2025-01-01T06:00:00,Nest_Beta,8.4,16.5,NE,20.1,50.1,0,16.0,go
2025-01-01T07:00:00,Nest_Beta,6.9,11.5,SW,19.7,50.4,0,15.0,go
2025-01-01T08:00:00,Nest_Beta,3.6,7.4,S,22.2,69.3,0,15.8,go
2025-01-01T09:00:00,Nest_Beta,5.2,13.0,W,23.9,61.1,0,15.2,go
2025-01-01T10:00:00,Nest_Beta,9.6,15.2,SW,23.5,69.2,0,15.1,go
2025-01-01T11:00:00,Nest_Beta,15.0,23.8,NW,24.3,72.1,0,14.4,go
2025-01-01T12:00:00,Nest_Beta,8.5,13.5,N,23.9,46.7,0,15.4,go
2025-01-01T13:00:00,Nest_Beta,9.7,16.7,NE,24.9,71.8,0,15.2,go
2025-01-01T14:00:00,Nest_Beta,13.1,21.9,W,24.6,82.8,0,14.7,go
2025-01-01T15:00:00,Nest_Beta,9.3,16.8,SE,23.6,50.1,0,15.1,go
2025-01-01T16:00:00,Nest_Beta,20.4,22.7,W,23.7,58.7,0,14.0,go
2025-01-01T17:00:00,Nest_Beta,21.1,30.0,W,22.8,63.1,0,15.5,go
2025-01-01T18:00:00,Nest_Beta,17.5,27.0,N,23.2,57.3,0,14.1,go
2025-01-01T19:00:00,Nest_Beta,13.8,16.7,NW,22.0,58.4,0,15.5,go
2025-01-01T20:00:00,Nest_Beta,16.7,25.6,S,20.0,71.7,0,17.7,go
2025-01-01T21:00:00,Nest_Beta,14.3,23.7,NW,19.5,57.3,0,15.4,go
2025-01-01T22:00:00,Nest_Beta,11.7,14.0,NE,17.9,48.9,0,16.5,go
2025-01-01T23:00:00,Nest_Beta,16.3,22.9,SE,16.9,81.9,0,13.7,go
2025-01-01T00:00:00,Nest_Gamma,7.6,12.7,E,17.0,55.1,0,13.7,go
2025-01-01T01:00:00,Nest_Gamma,6.1,8.2,SW,17.9,47.8,0,14.9,go
2025-01-01T02:00:00,Nest_Gamma,7.0,16.5,SW,18.0,53.7,0,14.6,go
2025-01-01T03:00:00,Nest_Gamma,6.1,11.3,E,16.7,69.0,0,15.8,go
2025-01-01T04:00:00,Nest_Gamma,3.7,6.5,NE,17.3,53.5,0,14.4,go
2025-01-01T05:00:00,Nest_Gamma,2,8.3,NW,19.8,57.6,0,15.2,go
2025-01-01T06:00:00,Nest_Gamma,7.3,10.5,NW,21.0,46.8,0,15.8,go
2025-01-01T07:00:00,Nest_Gamma,10.1,14.7,SW,21.9,57.4,0,13.9,go
2025-01-01T08:00:00,Nest_Gamma,8.1,17.8,S,22.7,61.3,0,14.2,go
2025-01-01T09:00:00,Nest_Gamma,11.2,17.5,E,22.3,63.8,0,13.3,go
2025-01-01T10:00:00,Nest_Gamma,5.6,9.2,NE,24.2,49.8,0,14.7,go
2025-01-01T11:00:00,Nest_Gamma,9.7,13.5,SE,25.1,58.3,0,15.7,go
2025-01-01T12:00:00,Nest_Gamma,8.3,10.6,NW,26.0,73.4,0,13.4,go
2025-01-01T13:00:00,Nest_Gamma,15.0,19.0,NW,24.0,60.8,0,14.6,go
2025-01-01T14:00:00,Nest_Gamma,12.5,20.5,SW,24.6,56.0,0,15.5,go
2025-01-01T15:00:00,Nest_Gamma,14.8,18.6,NW,25.2,52.2,0,14.4,go
2025-01-01T16:00:00,Nest_Gamma,14.5,24.2,NE,24.5,52.7,0,15.2,go
2025-01-01T17:00:00,Nest_Gamma,13.2,15.2,W,23.3,66.7,0,15.7,go
2025-01-01T18:00:00,Nest_Gamma,18.3,25.7,NE,21.5,60.1,0,14.0,go
2025-01-01T19:00:00,Nest_Gamma,16.9,23.2,E,20.7,46.7,0,15.2,go
2025-01-01T20:00:00,Nest_Gamma,12.1,19.6,W,20.0,55.0,0,14.8,go
2025-01-01T21:00:00,Nest_Gamma,12.7,22.6,SW,18.8,58.2,0,15.5,go
2025-01-01T22:00:00,Nest_Gamma,10.7,16.8,N,20.2,55.1,0,15.3,go
2025-01-01T23:00:00,Nest_Gamma,12.5,20.8,S,16.2,63.8,0,16.7,go
2025-01-01T00:00:00,Nest_Delta,12.6,16.1,N,16.1,55.7,0,16.1,go
2025-01-01T01:00:00,Nest_Delta,8.0,14.2,N,16.3,47.8,0,15.9,go
2025-01-01T02:00:00,Nest_Delta,9.0,15.4,W,18.0,59.0,0,15.8,go
2025-01-01T03:00:00,Nest_Delta,8.3,13.8,S,17.1,52.5,0,14.4,go
2025-01-01T04:00:00,Nest_Delta,12.1,14.2,SE,18.9,51.8,0,15.1,go
2025-01-01T05:00:00,Nest_Delta,7.4,14.0,SE,18.7,51.6,0,14.7,go
2025-01-01T06:00:00,Nest_Delta,4.9,8.2,NW,20.1,55.0,0,14.1,go
2025-01-01T07:00:00,Nest_Delta,6.4,13.0,SW,20.6,38.4,0,14.7,go
2025-01-01T08:00:00,Nest_Delta,8.6,17.3,SW,21.6,55.1,0,15.7,go
2025-01-01T09:00:00,Nest_Delta,8.3,13.9,S,23.8,50.0,0,15.9,go
2025-01-01T10:00:00,Nest_Delta,9.0,16.4,E,22.9,63.5,0,14.8,go
2025-01-01T11:00:00,Nest_Delta,11.6,17.7,NW,24.9,67.6,0,13.9,go
2025-01-01T12:00:00,Nest_Delta,8.5,18.4,S,24.7,69.3,0,15.5,go
2025-01-01T13:00:00,Nest_Delta,13.2,15.5,SW,24.9,67.2,0,14.5,go
2025-01-01T14:00:00,Nest_Delta,16.4,23.5,S,24.7,50.4,0,16.5,go
2025-01-01T15:00:00,Nest_Delta,10.3,17.9,N,25.4,62.1,0,15.5,go
2025-01-01T16:00:00,Nest_Delta,18.5,21.5,W,24.7,53.8,0,15.6,go
2025-01-01T17:00:00,Nest_Delta,15.5,19.5,N,23.5,59.1,0,16.3,go
2025-01-01T18:00:00,Nest_Delta,17.2,26.7,NW,22.1,53.1,0,15.5,go
2025-01-01T19:00:00,Nest_Delta,17.2,24.3,W,21.7,67.0,0,14.8,go
2025-01-01T20:00:00,Nest_Delta,15.9,20.3,SW,19.4,71.5,0,13.6,go
2025-01-01T21:00:00,Nest_Delta,11.1,18.4,S,19.8,59.6,0,16.6,go
2025-01-01T22:00:00,Nest_Delta,12.1,14.4,S,18.2,55.1,0,14.6,go
2025-01-01T23:00:00,Nest_Delta,13.3,21.0,E,16.7,59.0,0,14.4,go
2025-01-02T00:00:00,Nest_Alpha,9.4,18.8,W,17.1,74.7,0,14.3,go
2025-01-02T01:00:00,Nest_Alpha,11.6,16.6,W,16.8,53.8,0,14.7,go
2025-01-02T02:00:00,Nest_Alpha,8.3,17.4,S,19.0,65.7,0,14.8,go
2025-01-02T03:00:00,Nest_Alpha,9.6,13.5,SW,18.1,34.4,0,14.7,go
2025-01-02T04:00:00,Nest_Alpha,9.4,16.0,S,18.5,73.8,0,13.7,go
2025-01-02T05:00:00,Nest_Alpha,4.2,11.5,S,20.2,58.2,0,15.7,go
2025-01-02T06:00:00,Nest_Alpha,6.7,12.8,NE,20.6,62.2,0,15.2,go
2025-01-02T07:00:00,Nest_Alpha,8.1,14.2,NE,21.0,50.8,0,15.1,go
2025-01-02T08:00:00,Nest_Alpha,7.5,10.7,W,21.0,62.8,0,16.7,go
2025-01-02T09:00:00,Nest_Alpha,14.3,17.4,W,23.6,68.3,0,15.7,go
2025-01-02T10:00:00,Nest_Alpha,11.6,16.9,NW,23.4,58.8,0,14.6,go
2025-01-02T11:00:00,Nest_Alpha,16.0,18.7,NE,24.1,69.6,0,15.7,go
2025-01-02T12:00:00,Nest_Alpha,12.5,20.1,N,25.2,46.2,0,14.0,go
2025-01-02T13:00:00,Nest_Alpha,18.2,24.9,S,24.2,45.6,0,14.2,go
2025-01-02T14:00:00,Nest_Alpha,17.4,19.5,E,24.4,79.2,0,15.0,go
2025-01-02T15:00:00,Nest_Alpha,20.0,27.9,SW,24.0,68.7,0,15.3,go
2025-01-02T16:00:00,Nest_Alpha,14.7,17.8,N,23.4,49.8,0,15.1,go
2025-01-02T17:00:00,Nest_Alpha,18.3,22.8,NW,23.8,66.1,0,15.1,go
2025-01-02T18:00:00,Nest_Alpha,20.7,25.0,N,22.9,56.1,0,14.3,go
2025-01-02T19:00:00,Nest_Alpha,13.8,21.8,SE,21.1,63.1,0,16.2,go
2025-01-02T20:00:00,Nest_Alpha,15.9,22.9,SE,20.5,62.3,0,15.0,go
2025-01-02T21:00:00,Nest_Alpha,17.1,27.1,NE,19.5,52.3,0,15.0,go
2025-01-02T22:00:00,Nest_Alpha,15.2,25.0,NE,18.8,49.2,0,15.5,go
2025-01-02T23:00:00,Nest_Alpha,13.4,22.4,SW,16.8,67.7,0,13.7,go
2025-01-02T00:00:00,Nest_Beta,11.8,16.0,E,17.2,70.7,0,12.5,go
2025-01-02T01:00:00,Nest_Beta,7.6,13.1,W,18.0,65.8,0,15.6,go
2025-01-02T02:00:00,Nest_Beta,6.8,9.9,NE,17.7,61.1,0,14.5,go
2025-01-02T03:00:00,Nest_Beta,5.7,9.1,W,17.3,60.0,0,17.1,go
2025-01-02T04:00:00,Nest_Beta,5.7,15.4,SE,18.7,42.8,0,14.9,go
2025-01-02T05:00:00,Nest_Beta,6.1,14.2,SW,19.3,45.0,0,14.8,go
2025-01-02T06:00:00,Nest_Beta,7.3,16.5,SE,19.7,68.7,0,16.8,go
2025-01-02T07:00:00,Nest_Beta,9.1,16.2,E,21.6,74.7,0,16.5,go
2025-01-02T08:00:00,Nest_Beta,9.9,18.7,N,21.1,66.5,0,15.2,go
2025-01-02T09:00:00,Nest_Beta,10.3,16.7,W,23.2,42.7,0,17.0,go
2025-01-02T10:00:00,Nest_Beta,11.0,17.7,SE,24.2,65.2,0,15.1,go
2025-01-02T11:00:00,Nest_Beta,7.2,9.3,SE,23.5,55.8,0,14.2,go
2025-01-02T12:00:00,Nest_Beta,14.2,16.4,NW,24.5,59.7,0,15.1,go
2025-01-02T13:00:00,Nest_Beta,11.1,15.6,N,23.2,30.8,0,16.1,go
2025-01-02T14:00:00,Nest_Beta,17.5,21.2,NW,25.3,48.8,0,16.7,go
2025-01-02T15:00:00,Nest_Beta,12.7,19.9,S,24.6,52.8,0,14.3,go
2025-01-02T16:00:00,Nest_Beta,14.1,17.1,S,22.9,55.8,0,15.7,go
2025-01-02T17:00:00,Nest_Beta,14.3,18.4,SE,23.5,55.6,0,14.6,go
2025-01-02T18:00:00,Nest_Beta,12.8,17.6,SW,22.0,62.5,0,14.8,go
2025-01-02T19:00:00,Nest_Beta,16.6,25.7,SW,20.8,57.5,0,15.5,go
2025-01-02T20:00:00,Nest_Beta,13.3,22.0,N,19.0,71.4,0,14.9,go
2025-01-02T21:00:00,Nest_Beta,14.6,20.5,SE,19.4,57.7,0,14.7,go
2025-01-02T22:00:00,Nest_Beta,8.5,18.2,NW,18.4,64.7,0,15.0,go
2025-01-02T23:00:00,Nest_Beta,8.8,18.8,E,18.1,74.7,0,14.9,go
2025-01-02T00:00:00,Nest_Gamma,10.2,16.3,N,17.4,51.8,0,13.6,go
2025-01-02T01:00:00,Nest_Gamma,9.8,16.0,S,16.6,47.2,0,15.7,go
2025-01-02T02:00:00,Nest_Gamma,8.0,11.6,W,17.9,48.8,0,15.5,go
2025-01-02T03:00:00,Nest_Gamma,6.1,10.3,SE,18.3,55.3,0,14.5,go
2025-01-02T04:00:00,Nest_Gamma,4.1,10.7,NW,18.7,42.2,0,14.7,go
2025-01-02T05:00:00,Nest_Gamma,4.1,8.5,W,19.2,58.4,0,16.0,go
2025-01-02T06:00:00,Nest_Gamma,7.3,9.5,NW,20.9,49.0,0,14.7,go
2025-01-02T07:00:00,Nest_Gamma,5.3,10.2,N,20.8,71.6,0,14.9,go
2025-01-02T08:00:00,Nest_Gamma,7.3,15.0,N,22.9,60.4,0,13.2,go
2025-01-02T09:00:00,Nest_Gamma,5.4,15.0,N,22.6,40.5,0,16.2,go
2025-01-02T10:00:00,Nest_Gamma,11.6,15.4,NE,23.1,65.6,0,14.6,go
2025-01-02T11:00:00,Nest_Gamma,11.1,20.0,SW,24.1,45.4,0,15.6,go
2025-01-02T12:00:00,Nest_Gamma,11.8,14.7,N,24.3,59.2,0,15.4,go
2025-01-02T13:00:00,Nest_Gamma,16.8,26.7,S,24.6,64.7,0,14.4,go
2025-01-02T14:00:00,Nest_Gamma,19.2,27.3,NW,25.3,49.1,0,15.2,go
2025-01-02T15:00:00,Nest_Gamma,15.2,24.5,NE,24.5,68.1,0,14.3,go
2025-01-02T16:00:00,Nest_Gamma,19.2,28.4,W,22.9,60.1,0,14.2,go
2025-01-02T17:00:00,Nest_Gamma,18.5,26.4,W,22.3,63.8,0,15.6,go
2025-01-02T18:00:00,Nest_Gamma,18.9,27.2,N,23.1,66.1,0,13.3,go
2025-01-02T19:00:00,Nest_Gamma,12.3,14.4,SW,21.0,67.5,0,13.9,go
2025-01-02T20:00:00,Nest_Gamma,17.4,25.7,N,19.9,57.3,0,15.1,go
2025-01-02T21:00:00,Nest_Gamma,14.3,21.8,SE,19.2,48.2,0,15.8,go
2025-01-02T22:00:00,Nest_Gamma,9.3,11.6,NW,17.9,82.1,0,14.4,go
2025-01-02T23:00:00,Nest_Gamma,9.4,11.6,NW,17.1,53.6,0,15.1,go
2025-01-02T00:00:00,Nest_Delta,13.6,17.4,E,16.2,72.9,0,14.5,go
2025-01-02T01:00:00,Nest_Delta,12.3,15.3,NW,17.6,65.1,0,15.6,go
2025-01-02T02:00:00,Nest_Delta,5.4,12.4,NW,16.7,57.9,0,14.5,go
2025-01-02T03:00:00,Nest_Delta,7.4,11.7,NW,18.0,68.5,0,15.0,go
2025-01-02T04:00:00,Nest_Delta,5.7,13.2,NW,17.1,73.1,0,15.0,go
2025-01-02T05:00:00,Nest_Delta,9.8,13.4,SW,20.1,66.1,0,13.9,go
2025-01-02T06:00:00,Nest_Delta,2,5.9,E,19.8,42.8,0,16.5,go
2025-01-02T07:00:00,Nest_Delta,7.8,15.3,SW,21.9,79.8,0,14.5,go
2025-01-02T08:00:00,Nest_Delta,9.3,15.7,SW,20.8,51.5,0,16.9,go
2025-01-02T09:00:00,Nest_Delta,7.8,9.9,N,21.1,57.5,0,15.4,go
2025-01-02T10:00:00,Nest_Delta,14.0,23.9,E,23.7,48.5,0,14.8,go
2025-01-02T11:00:00,Nest_Delta,14.5,20.8,SE,25.4,40.9,0,14.5,go
2025-01-02T12:00:00,Nest_Delta,12.2,19.8,SE,24.6,47.4,0,14.3,go
2025-01-02T13:00:00,Nest_Delta,16.0,22.0,S,23.2,46.1,0,14.6,go
2025-01-02T14:00:00,Nest_Delta,15.7,21.2,SW,26.0,49.2,0,14.5,go
2025-01-02T15:00:00,Nest_Delta,16.8,20.5,S,25.3,62.0,0,13.7,go
2025-01-02T16:00:00,Nest_Delta,17.1,24.5,W,25.2,69.6,0,13.9,go
2025-01-02T17:00:00,Nest_Delta,16.0,20.1,W,23.4,57.0,0,15.1,go
2025-01-02T18:00:00,Nest_Delta,17.8,22.2,NE,21.6,61.0,0,14.8,go
2025-01-02T19:00:00,Nest_Delta,17.0,23.1,S,20.2,64.1,0,13.2,go
2025-01-02T20:00:00,Nest_Delta,14.3,18.6,SW,20.8,60.7,0,13.9,go
2025-01-02T21:00:00,Nest_Delta,15.4,23.4,SE,18.9,52.4,0,14.7,go
2025-01-02T22:00:00,Nest_Delta,15.8,19.5,S,18.4,63.9,0,15.3,go
2025-01-02T23:00:00,Nest_Delta,10.5,16.4,E,18.6,44.6,0,14.8,go
2025-01-03T00:00:00,Nest_Alpha,8.6,17.3,S,17.2,53.3,0,16.4,go
2025-01-03T01:00:00,Nest_Alpha,12.5,15.9,E,16.0,61.6,0,13.5,go
2025-01-03T02:00:00,Nest_Alpha,5.6,14.1,E,17.1,53.3,0,14.4,go
2025-01-03T03:00:00,Nest_Alpha,7.0,10.7,NE,17.1,40.6,0,13.8,go
2025-01-03T04:00:00,Nest_Alpha,8.9,15.2,SE,19.1,61.8,0,16.2,go
2025-01-03T05:00:00,Nest_Alpha,7.5,13.6,E,19.4,37.3,0,14.1,go
2025-01-03T06:00:00,Nest_Alpha,9.1,16.3,W,20.8,67.9,0,14.3,go
2025-01-03T07:00:00,Nest_Alpha,6.4,13.7,SW,21.1,80.1,0,17.2,go
2025-01-03T08:00:00,Nest_Alpha,10.8,20.4,NW,21.0,55.7,0,15.2,go
2025-01-03T09:00:00,Nest_Alpha,9.5,12.7,W,22.9,60.7,0,15.7,go
2025-01-03T10:00:00,Nest_Alpha,10.4,17.3,SW,23.6,67.7,0,14.5,go
2025-01-03T11:00:00,Nest_Alpha,12.3,20.4,NE,24.3,60.6,0,16.5,go
2025-01-03T12:00:00,Nest_Alpha,17.9,26.7,NW,25.3,60.5,0,15.2,go
2025-01-03T13:00:00,Nest_Alpha,13.5,18.2,S,25.7,48.9,0,14.0,go
2025-01-03T14:00:00,Nest_Alpha,12.9,17.1,S,25.0,46.8,0,15.6,go
2025-01-03T15:00:00,Nest_Alpha,15.3,17.6,S,24.4,62.6,0,13.6,go
2025-01-03T16:00:00,Nest_Alpha,18.3,25.6,N,25.3,55.8,0,14.4,go
2025-01-03T17:00:00,Nest_Alpha,16.3,24.7,SW,23.0,77.2,0,15.8,go
2025-01-03T18:00:00,Nest_Alpha,21.8,27.0,W,22.0,50.4,0,16.6,go
2025-01-03T19:00:00,Nest_Alpha,21.3,30.8,NE,21.3,62.6,0,16.1,go
2025-01-03T20:00:00,Nest_Alpha,15.9,23.6,NE,19.9,50.1,0,15.5,go
2025-01-03T21:00:00,Nest_Alpha,16.0,25.4,NE,19.2,54.4,0,15.9,go
2025-01-03T22:00:00,Nest_Alpha,17.3,26.7,S,18.1,48.1,0,14.5,go
2025-01-03T23:00:00,Nest_Alpha,10.5,13.5,E,18.3,56.4,0,15.5,go
2025-01-03T00:00:00,Nest_Beta,7.1,10.5,N,17.9,71.8,0,15.7,go
2025-01-03T01:00:00,Nest_Beta,10.3,13.4,N,17.0,52.7,0,16.8,go
2025-01-03T02:00:00,Nest_Beta,9.2,14.3,N,17.8,62.5,0,15.3,go
2025-01-03T03:00:00,Nest_Beta,2,10.1,N,17.8,69.0,0,16.3,go
2025-01-03T04:00:00,Nest_Beta,3.9,7.7,NW,17.9,65.9,0,15.1,go
2025-01-03T05:00:00,Nest_Beta,4.4,7.9,S,19.1,57.5,0,16.1,go
2025-01-03T06:00:00,Nest_Beta,8.3,12.7,E,20.0,67.4,0,15.4,go
2025-01-03T07:00:00,Nest_Beta,2.5,4.7,NW,20.7,61.5,0,14.9,go
2025-01-03T08:00:00,Nest_Beta,12.6,15.2,E,23.0,63.7,0,15.3,go
2025-01-03T09:00:00,Nest_Beta,8.0,15.3,SE,22.8,58.5,0,15.8,go
2025-01-03T10:00:00,Nest_Beta,15.1,19.6,SW,23.9,56.0,0,14.9,go
2025-01-03T11:00:00,Nest_Beta,11.5,17.9,SE,24.8,55.9,0,15.3,go
2025-01-03T12:00:00,Nest_Beta,13.3,19.4,SE,24.6,60.3,0,14.7,go
2025-01-03T13:00:00,Nest_Beta,14.9,23.6,S,24.2,73.3,0,15.0,go
2025-01-03T14:00:00,Nest_Beta,11.3,13.8,NW,25.0,67.1,0,15.2,go
2025-01-03T15:00:00,Nest_Beta,17.7,21.2,SE,24.2,53.1,0,14.3,go
2025-01-03T16:00:00,Nest_Beta,8.8,15.7,SW,23.1,59.0,0,13.8,go
2025-01-03T17:00:00,Nest_Beta,14.7,23.3,N,23.4,78.1,0,17.6,go
2025-01-03T18:00:00,Nest_Beta,12.5,19.1,N,21.2,56.7,0,16.3,go
2025-01-03T19:00:00,Nest_Beta,19.0,26.7,N,19.7,66.6,0,13.1,go
2025-01-03T20:00:00,Nest_Beta,8.7,12.3,SW,19.1,61.0,0,15.4,go
2025-01-03T21:00:00,Nest_Beta,19.3,27.3,SE,18.5,38.0,0,14.7,go
2025-01-03T22:00:00,Nest_Beta,8.2,18.1,NW,18.0,58.4,0,15.5,go
2025-01-03T23:00:00,Nest_Beta,9.1,18.5,SW,17.8,60.7,0,13.9,go
2025-01-03T00:00:00,Nest_Gamma,7.0,12.9,SE,17.8,59.5,0,15.3,go
2025-01-03T01:00:00,Nest_Gamma,9.3,16.2,S,16.2,65.5,0,15.4,go
2025-01-03T02:00:00,Nest_Gamma,5.4,14.9,W,17.6,74.7,0,14.3,go
2025-01-03T03:00:00,Nest_Gamma,7.3,11.9,E,16.5,50.9,0,16.6,go
2025-01-03T04:00:00,Nest_Gamma,7.7,10.2,NW,17.8,51.4,0,13.8,go
2025-01-03T05:00:00,Nest_Gamma,7.6,12.6,NW,19.4,65.4,0,18,go
2025-01-03T06:00:00,Nest_Gamma,6.5,15.0,NE,19.8,57.0,0,15.6,go
2025-01-03T07:00:00,Nest_Gamma,11.4,16.7,N,19.6,61.1,0,15.2,go
2025-01-03T08:00:00,Nest_Gamma,4.4,13.5,E,21.9,57.2,0,16.2,go
2025-01-03T09:00:00,Nest_Gamma,6.0,15.1,SE,23.0,40.0,0,16.0,go
2025-01-03T10:00:00,Nest_Gamma,3.5,11.4,S,23.8,70.2,0,14.5,go
2025-01-03T11:00:00,Nest_Gamma,10.7,19.9,E,24.5,79.3,0,14.9,go
2025-01-03T12:00:00,Nest_Gamma,14.1,17.0,W,23.9,56.8,0,15.1,go
2025-01-03T13:00:00,Nest_Gamma,10.1,19.6,SE,25.8,70.4,0,14.4,go
2025-01-03T14:00:00,Nest_Gamma,14.4,21.0,W,24.2,52.4,0,14.2,go
2025-01-03T15:00:00,Nest_Gamma,11.8,20.3,NW,24.2,60.8,0,13.9,go
2025-01-03T16:00:00,Nest_Gamma,13.2,21.9,SE,24.1,67.9,0,14.4,go
2025-01-03T17:00:00,Nest_Gamma,15.7,20.3,NE,23.4,50.4,0,14.9,go
2025-01-03T18:00:00,Nest_Gamma,16.5,24.3,NW,21.6,59.8,0,14.2,go
2025-01-03T19:00:00,Nest_Gamma,11.6,16.4,N,20.1,54.4,0,15.2,go
2025-01-03T20:00:00,Nest_Gamma,17.8,26.6,E,20.4,55.1,0,13.6,go
2025-01-03T21:00:00,Nest_Gamma,11.6,17.4,N,19.1,64.4,0,16.3,go
2025-01-03T22:00:00,Nest_Gamma,10.8,14.3,NW,18.7,80.1,0,15.0,go
2025-01-03T23:00:00,Nest_Gamma,10.2,14.2,N,18.1,74.3,0,16.1,go
2025-01-03T00:00:00,Nest_Delta,9.3,16.6,N,17.4,41.7,0,16.1,go
2025-01-03T01:00:00,Nest_Delta,10.0,16.1,SE,17.8,57.7,0,14.8,go
2025-01-03T02:00:00,Nest_Delta,6.5,16.3,NW,18.0,72.4,0,16.2,go
2025-01-03T03:00:00,Nest_Delta,15.4,21.4,W,17.1,53.4,0,15.3,go
2025-01-03T04:00:00,Nest_Delta,10.0,12.5,W,18.8,46.8,0,15.8,go
2025-01-03T05:00:00,Nest_Delta,6.2,12.8,W,18.9,57.1,0,13.8,go
2025-01-03T06:00:00,Nest_Delta,12.4,16.0,N,19.2,47.6,0,13.8,go
2025-01-03T07:00:00,Nest_Delta,6.5,11.5,E,20.1,51.3,0,15.4,go
2025-01-03T08:00:00,Nest_Delta,4.9,7.5,NW,22.3,55.3,0,14.6,go
2025-01-03T09:00:00,Nest_Delta,7.2,13.5,E,23.2,60.4,0,14.9,go
2025-01-03T10:00:00,Nest_Delta,11.4,13.5,SE,23.6,55.4,0,18,go
2025-01-03T11:00:00,Nest_Delta,10.6,17.4,N,24.3,70.4,0,16.0,go
2025-01-03T12:00:00,Nest_Delta,14.0,23.9,E,24.8,44.1,0,12.5,go
2025-01-03T13:00:00,Nest_Delta,14.6,20.2,S,27.2,36.4,0,14.0,go
2025-01-03T14:00:00,Nest_Delta,17.6,19.7,N,24.5,45.6,0,15.2,go
2025-01-03T15:00:00,Nest_Delta,14.9,17.8,SW,24.5,54.7,0,13.7,go
2025-01-03T16:00:00,Nest_Delta,18.1,25.0,E,23.7,61.7,0,16.7,go
2025-01-03T17:00:00,Nest_Delta,15.8,22.5,W,23.5,63.5,0,13.1,go
2025-01-03T18:00:00,Nest_Delta,23.6,28.7,N,22.1,55.7,0,17.1,go
2025-01-03T19:00:00,Nest_Delta,16.5,21.0,N,20.5,65.8,0,13.6,go
2025-01-03T20:00:00,Nest_Delta,16.9,22.5,E,19.7,57.4,0,13.7,go
2025-01-03T21:00:00,Nest_Delta,13.5,16.4,E,19.3,54.0,0,15.0,go
2025-01-03T22:00:00,Nest_Delta,14.7,18.3,SE,18.5,61.1,0,17.2,go
2025-01-03T23:00:00,Nest_Delta,14.9,19.2,SE,18.4,54.4,0,14.9,go
2025-01-04T00:00:00,Nest_Alpha,10.0,14.6,S,16.5,47.4,0,13.5,go
